InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536456,21755,LOVE BUILDING BLOCK WORD,1,25/05/2019 08:24,5.36,17892.0,eire
536522,21755,LOVE BUILDING BLOCK WORD,9,09/03/2019 01:47,6.35,13277.0,Portugal
536730,71053,WHITE METAL LANTERN,11,14/12/2019 02:28,3.1,,Australia
537106,84406B,  CREAM CUPID HEARTS COAT HANGER  ,6,2019-06-14 23:56:00,2.48,14102.0,France
536377,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-09-04 18:29:00,1.71,16145.0,EIRE
537665,22752,SET 7 BABUSHKA NESTING BOXES,11,07/03/2019 12:51,7.55,14977.0,United Kingdom
537510,21755,  LOVE BUILDING BLOCK WORD  ,19,2019-06-21 13:29:00,5.99,13729.0,  United Kingdom  
536505,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,7,2019-04-23 11:40:00,1.82,17063.0,France
536916,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,11,01/06/2019 20:19,1.17,12579.0,Portugal
536834,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,08/05/2019 22:26,2.38,17729.0,Germany
537014,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-10-12 07:58:00,8.24,15598.0,eire
536588,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,19/11/2019 17:16,4.51,15448.0,Australia
536728,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2019-09-12 16:39:00,1.66,16977.0,  Portugal  
537623,22960,JAM MAKING SET WITH JARS,14,2019-01-06 05:53:00,4.95,17099.0,Spain
537102,21755,,13,2019-04-27 17:58:00,6.13,17774.0,france
537347,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,19/03/2019 21:57,1.14,17744.0,Switzerland
536345,21755,LOVE BUILDING BLOCK WORD,9,2019-12-26 05:59:00,5.85,15263.0,Netherlands
536812,22752,SET 7 BABUSHKA NESTING BOXES,16,29/03/2019 22:57,7.09,17783.0,Portugal
536999,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,2,2019-05-23 19:39:00,1.23,14585.0,Belgium
536503,22752,SET 7 BABUSHKA NESTING BOXES,9,10-02-2019,6.89,17224.0,Australia
536137,71053,WHITE METAL LANTERN,4,2019-03-28 06:56:00,3.37,13488.0,Switzerland
537495,84406B,CREAM CUPID HEARTS COAT HANGER,14,20/02/2019 08:11,2.93,12652.0,  Netherlands  
537439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-03-18 00:14:00,2.67,,  Spain  
536433,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2019-12-25 01:15:00,3.84,14329.0,Australia
537086,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,18,11-03-2019,1.73,16179.0,Australia
536432,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-05-01 00:32:00,4.56,16675.0,Netherlands
537205,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-12-29 15:46:00,1.73,14724.0,France
537105,22960,JAM MAKING SET WITH JARS,4,11-12-2019,4.96,16835.0,spain
537158,22960,  JAM MAKING SET WITH JARS  ,7,2019-07-24 15:32:00,5.14,15575.0,Netherlands
536259,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-04-13 07:14:00,8.32,16392.0,France
537374,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,06-10-2019,1.22,16882.0,united kingdom
537463,21755,LOVE BUILDING BLOCK WORD,17,13/09/2019 00:03,6.41,13551.0,Belgium
536849,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-12-30 15:05:00,4.41,12646.0,Portugal
537636,71053,  WHITE METAL LANTERN  ,9,25/05/2019 18:21,3.16,14246.0,Portugal
536252,21730,glass star frosted t-light holder,5,2019-02-24 23:38:00,4.02,13111.0,Switzerland
536789,22423,REGENCY CAKESTAND 3 TIER,11,2019-07-29 16:05:00,12.05,,United Kingdom
536825,22960,jam making set with jars,12,09/01/2019 13:08,5.16,18285.0,Switzerland
537216,22960,JAM MAKING SET WITH JARS,15,2019-04-05 03:16:00,5.36,12815.0,Belgium
536439,71053,WHITE METAL LANTERN,18,06-22-2019,3.38,16251.0,Portugal
537061,22960,JAM MAKING SET WITH JARS,6,2019-05-31 08:14:00,5.39,16706.0,switzerland
536024,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-11-02 20:14:00,7.04,17102.0,australia
536008,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,16/06/2019 06:22,4.42,16886.0,Australia
537130,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-02-11 07:56:00,0.0,12680.0,United Kingdom
537214,22423,REGENCY CAKESTAND 3 TIER,5,02-23-2019,12.06,,France
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,10-17-2019,2.5,17456.0,Germany
537192,84879,assorted colour bird ornament,9,09-04-2019,1.65,16490.0,  Germany  
536379,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-05-25 00:35:00,1.77,14529.0,  Switzerland  
536168,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,13,2019-05-31 00:19:00,3.92,15032.0,France
536520,22423,REGENCY CAKESTAND 3 TIER,13,06-05-2019,11.93,13340.0,  Switzerland  
537657,22423,REGENCY CAKESTAND 3 TIER,16,2019-12-15 17:03:00,12.68,14821.0,Portugal
537475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,05-05-2019,2.79,16231.0,  United Kingdom  
537623,22960,JAM MAKING SET WITH JARS,15,2019-08-01 23:52:00,4.54,13533.0,Portugal
537655,71053,  WHITE METAL LANTERN  ,18,2019-04-10 09:20:00,3.44,14737.0,Netherlands
C537176,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,-10,2019-04-07 09:36:00,1.62,14400.0,netherlands
537461,84406B,cream cupid hearts coat hanger,14,2019-07-31 12:53:00,2.58,12908.0,Switzerland
536373,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-11-14 18:58:00,7.86,,France
536370,84406B,cream cupid hearts coat hanger,11,17/02/2019 20:12,2.49,15730.0,  Australia  
536195,85123A,,14,2019-12-28 20:42:00,2.33,16549.0,portugal
536200,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,07-12-2019,4.04,16779.0,France
536203,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,01-22-2019,4.31,15209.0,Spain
537062,84879,ASSORTED COLOUR BIRD ORNAMENT,17,11/09/2019 20:25,1.55,18182.0,EIRE
536824,85123A,white hanging heart t-light holder,1,05-06-2019,2.75,17893.0,Portugal
536898,22423,REGENCY CAKESTAND 3 TIER,19,09-19-2019,13.69,12753.0,Germany
536363,84879,ASSORTED COLOUR BIRD ORNAMENT,19,09-13-2019,1.63,16071.0,Switzerland
536912,22752,  SET 7 BABUSHKA NESTING BOXES  ,9,14/01/2019 09:12,7.21,,  Australia  
536511,22960,JAM MAKING SET WITH JARS,4,2019-10-13 02:18:00,4.61,15105.0,Belgium
536469,22423,REGENCY CAKESTAND 3 TIER,8,2019-11-09 02:43:00,11.66,14835.0,Belgium
C536871,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-16,2019-02-08 08:55:00,3.99,15675.0,Switzerland
536116,22423,REGENCY CAKESTAND 3 TIER,3,2019-01-02 20:01:00,11.63,17912.0,Germany
536295,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2019-07-17 21:15:00,4.29,15000.0,France
537654,84406B,CREAM CUPID HEARTS COAT HANGER,14,2019-08-21 15:15:00,2.87,12848.0,Portugal
537522,84406B,CREAM CUPID HEARTS COAT HANGER,9,10-10-2019,2.87,16700.0,Spain
536260,22960,JAM MAKING SET WITH JARS,14,2019-02-15 10:14:00,5.39,13736.0,Australia
537565,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,19,2019-01-27 11:46:00,2.73,15769.0,Australia
537350,21755,love building block word,11,2019-07-15 22:49:00,5.99,14585.0,EIRE
536209,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,11-30-2019,4.02,18256.0,France
537384,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-12-31 08:36:00,4.39,13985.0,Portugal
537629,21755,LOVE BUILDING BLOCK WORD,11,07/11/2019 17:46,5.45,13526.0,  United Kingdom  
536849,22960,JAM MAKING SET WITH JARS,6,2019-10-15 00:00:00,4.92,14456.0,Australia
537259,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-10-31 04:57:00,1.81,17044.0,eire
536819,84879,ASSORTED COLOUR BIRD ORNAMENT,9,09/04/2019 19:03,1.7,13490.0,france
536136,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,02-19-2019,1.3,13325.0,Spain
537130,84406B,CREAM CUPID HEARTS COAT HANGER,13,2019-05-12 10:07:00,2.88,12958.0,germany
536054,21755,love building block word,17,2019-09-17 14:10:00,5.71,15013.0,EIRE
537088,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-04-05 14:11:00,2.99,,  Australia  
537562,21730,glass star frosted t-light holder,18,2019-12-03 02:21:00,3.84,12396.0,  Belgium  
536778,21755,LOVE BUILDING BLOCK WORD,12,01/01/2019 09:35,6.04,14152.0,portugal
536679,22960,JAM MAKING SET WITH JARS,11,2019-03-24 14:58:00,5.33,14226.0,Australia
536656,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2019-01-14 23:17:00,2.69,15510.0,Australia
537169,84406B,cream cupid hearts coat hanger,5,09-28-2019,2.74,16028.0,Belgium
537190,22423,  REGENCY CAKESTAND 3 TIER  ,9,09-12-2019,11.93,13569.0,Belgium
536549,21755,love building block word,5,2019-05-28 02:14:00,5.67,12829.0,EIRE
537308,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,21/10/2019 07:16,4.62,13718.0,Portugal
536808,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,2019-06-04 18:07:00,1.16,15838.0,  Australia  
536362,21755,LOVE BUILDING BLOCK WORD,10,07-23-2019,6.35,18285.0,  United Kingdom  
537637,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-03-22 21:00:00,4.4,15873.0,EIRE
537402,22423,REGENCY CAKESTAND 3 TIER,1,30/07/2019 17:06,12.88,15397.0,united kingdom
537046,22423,regency cakestand 3 tier,2,2019-09-12 14:32:00,12.24,15153.0,  France  
537605,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,12,06-14-2019,3.85,16172.0,united kingdom
537355,22423,regency cakestand 3 tier,16,2019-08-23 23:28:00,13.62,13589.0,Australia
536584,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-07-11 00:38:00,1.13,12552.0,Netherlands
536098,21755,LOVE BUILDING BLOCK WORD,9,05-31-2019,5.79,,France
537348,22423,REGENCY CAKESTAND 3 TIER,1,2019-07-10 14:17:00,11.83,16160.0,  Switzerland  
536321,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,9,2019-11-20 16:13:00,2.31,12393.0,EIRE
536607,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-03-10 08:50:00,3.98,13561.0,France
536636,22960,JAM MAKING SET WITH JARS,10,2019-07-21 13:44:00,5.39,,eire
536971,84879,assorted colour bird ornament,7,31/08/2019 03:29,1.74,14693.0,Australia
536953,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,02/08/2019 06:25,4.06,16703.0,United Kingdom
537419,22423,REGENCY CAKESTAND 3 TIER,11,24/05/2019 08:24,12.86,15039.0,Switzerland
536787,22960,  JAM MAKING SET WITH JARS  ,16,2019-02-04 12:46:00,5.12,12741.0,Germany
536176,21755,love building block word,4,2019-05-07 00:20:00,6.08,12782.0,australia
537067,71270,pink crystal guitar phone charm,19,07-24-2019,1.2,12811.0,Belgium
537075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,06-28-2019,2.66,15704.0,Australia
536656,22423,,5,06-18-2019,11.69,18015.0,Germany
536745,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,03-26-2019,3.96,12380.0,Netherlands
536009,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,02-16-2019,2.76,16528.0,france
537360,21755,LOVE BUILDING BLOCK WORD,16,24/03/2019 04:49,6.13,18049.0,Belgium
536557,71053,white metal lantern,17,15/05/2019 10:57,3.61,12496.0,France
536091,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-04-17 20:39:00,2.92,15738.0,Germany
536357,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,13/03/2019 02:01,1.28,13885.0,United Kingdom
536358,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-12-31 12:47:00,2.8,,Belgium
537297,21755,love building block word,7,09-02-2019,5.36,17181.0,Australia
537366,22960,JAM MAKING SET WITH JARS,18,2019-12-02 19:36:00,4.73,13107.0,netherlands
537325,22960,JAM MAKING SET WITH JARS,16,20/11/2019 13:37,4.46,12566.0,Germany
537493,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,10,02-03-2019,1.65,12370.0,eire
536767,84406B,CREAM CUPID HEARTS COAT HANGER,5,04/01/2019 22:41,2.88,16949.0,EIRE
537127,71053,WHITE METAL LANTERN,12,2019-02-06 18:51:00,3.46,15074.0,United Kingdom
537657,21755,love building block word,6,25/03/2019 13:04,5.53,16054.0,Switzerland
536430,22423,regency cakestand 3 tier,19,2019-07-02 03:00:00,13.87,17502.0,Spain
537234,71270,PINK CRYSTAL GUITAR PHONE CHARM,15,07/04/2019 12:30,1.36,13598.0,  EIRE  
536195,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,4,2019-07-08 17:28:00,3.88,17980.0,France
536279,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-11-21 00:47:00,1.65,15467.0,germany
536236,71053,  WHITE METAL LANTERN  ,15,2019-07-18 10:31:00,3.34,16853.0,france
537456,21755,LOVE BUILDING BLOCK WORD,15,2019-12-23 13:26:00,6.09,15493.0,Belgium
536871,22423,REGENCY CAKESTAND 3 TIER,19,20/02/2019 00:23,13.16,15589.0,switzerland
536416,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-04-06 18:24:00,4.39,16141.0,Germany
537425,22423,REGENCY CAKESTAND 3 TIER,2,26/09/2019 20:58,12.76,15810.0,united kingdom
536988,22752,  SET 7 BABUSHKA NESTING BOXES  ,19,2019-01-07 20:05:00,8.41,17685.0,Portugal
536479,22752,set 7 babushka nesting boxes,19,2019-03-26 00:52:00,8.37,16848.0,EIRE
537539,84406B,CREAM CUPID HEARTS COAT HANGER,17,02/04/2019 15:10,2.76,14925.0,France
536517,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2019-11-26 05:56:00,4.33,13986.0,Germany
536272,84879,ASSORTED COLOUR BIRD ORNAMENT,7,07-02-2019,1.6,18159.0,Switzerland
536414,71053,  WHITE METAL LANTERN  ,7,12-02-2019,3.64,14782.0,spain
537335,21755,  LOVE BUILDING BLOCK WORD  ,12,02-22-2019,5.95,14598.0,portugal
536319,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,18,08-13-2019,1.73,14859.0,Belgium
536100,22960,JAM MAKING SET WITH JARS,5,04-05-2019,4.87,12962.0,portugal
536873,22752,SET 7 BABUSHKA NESTING BOXES,10,2019-09-30 04:43:00,7.55,17640.0,Portugal
537575,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,10/11/2019 06:57,4.04,18187.0,Portugal
537358,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,4,2019-03-30 05:22:00,1.85,,Spain
536892,22752,set 7 babushka nesting boxes,10,05/05/2019 14:45,7.15,16465.0,France
537186,71270,pink crystal guitar phone charm,18,2019-05-14 15:14:00,1.27,18021.0,United Kingdom
536828,22960,jam making set with jars,18,03/08/2019 18:52,4.68,14161.0,Netherlands
537651,71053,WHITE METAL LANTERN,18,08-25-2019,3.17,15088.0,Portugal
537257,22960,JAM MAKING SET WITH JARS,7,2019-11-02 03:31:00,5.28,14721.0,Switzerland
536354,71053,WHITE METAL LANTERN,4,2019-01-06 20:18:00,3.41,16361.0,United Kingdom
536290,21755,LOVE BUILDING BLOCK WORD,4,2019-04-18 14:07:00,5.95,18243.0,United Kingdom
537647,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,22/02/2019 00:14,1.28,,  Germany  
536939,21755,LOVE BUILDING BLOCK WORD,3,2019-03-26 09:46:00,5.51,17471.0,EIRE
537360,71053,WHITE METAL LANTERN,3,2019-02-06 14:00:00,3.39,14923.0,Belgium
536317,22960,JAM MAKING SET WITH JARS,18,2019-12-08 13:37:00,5.25,17339.0,Germany
536053,22423,REGENCY CAKESTAND 3 TIER,13,2019-08-28 18:34:00,13.29,12394.0,Portugal
536302,22752,SET 7 BABUSHKA NESTING BOXES,13,10-11-2019,7.74,13577.0,Belgium
536307,22960,  JAM MAKING SET WITH JARS  ,2,2019-03-28 18:02:00,4.99,18232.0,Spain
536923,71053,WHITE METAL LANTERN,13,14/09/2019 04:38,3.52,16133.0,Switzerland
536019,22752,SET 7 BABUSHKA NESTING BOXES,9,06/11/2019 00:25,8.09,16288.0,Germany
536974,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,04/09/2019 04:51,4.38,12606.0,Switzerland
537551,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,21/12/2019 12:36,4.32,14073.0,Portugal
537602,84406B,  CREAM CUPID HEARTS COAT HANGER  ,6,19/02/2019 01:09,2.79,15087.0,EIRE
536658,21730,  GLASS STAR FROSTED T-LIGHT HOLDER  ,7,2019-10-18 22:41:00,4.36,14677.0,  Belgium  
536007,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-03-29 07:14:00,7.47,,  Belgium  
537357,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,09/07/2019 08:09,4.25,16656.0,France
536875,71053,WHITE METAL LANTERN,7,2019-11-29 04:06:00,3.09,,Belgium
536227,71053,WHITE METAL LANTERN,11,07-21-2019,3.28,15871.0,Spain
537245,85123A,white hanging heart t-light holder,11,02-03-2019,2.76,17020.0,germany
537021,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,15,2019-03-21 01:15:00,1.53,14826.0,australia
536798,22960,JAM MAKING SET WITH JARS,3,2019-06-15 02:52:00,5.13,15967.0,united kingdom
537452,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-06-29 04:22:00,4.09,16680.0,Germany
537238,22960,jam making set with jars,5,03-04-2019,5.14,,Germany
537201,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-12-28 02:00:00,2.69,18271.0,Netherlands
536713,84879,assorted colour bird ornament,6,12-15-2019,1.6,13375.0,france
536685,84406B,cream cupid hearts coat hanger,6,2019-10-22 16:45:00,2.55,13276.0,Germany
536900,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,2019-08-30 09:19:00,1.36,14928.0,Netherlands
536076,21755,LOVE BUILDING BLOCK WORD,18,2019-08-13 23:34:00,6.53,14454.0,australia
536163,71053,white metal lantern,11,2019-01-25 20:23:00,3.1,12704.0,Belgium
536412,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,13,07-31-2019,1.75,14036.0,Switzerland
537237,84879,ASSORTED COLOUR BIRD ORNAMENT,14,07/06/2019 20:30,1.61,15958.0,Belgium
536276,71053,WHITE METAL LANTERN,15,2019-02-05 02:03:00,3.12,17048.0,EIRE
537448,84879,ASSORTED COLOUR BIRD ORNAMENT,18,17/09/2019 17:40,1.79,12433.0,Spain
536128,22752,  SET 7 BABUSHKA NESTING BOXES  ,16,05-04-2019,7.25,13425.0,Germany
537540,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-07-14 10:48:00,1.22,15218.0,Belgium
536832,22960,JAM MAKING SET WITH JARS,7,25/05/2019 07:00,4.79,15263.0,EIRE
536761,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,13/01/2019 00:37,2.59,14787.0,  Belgium  
536005,22752,SET 7 BABUSHKA NESTING BOXES,13,09/11/2019 13:33,7.61,12816.0,Switzerland
537322,22423,REGENCY CAKESTAND 3 TIER,13,2019-05-31 11:29:00,11.72,15399.0,United Kingdom
537054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,15/03/2019 03:12,2.51,16209.0,Switzerland
537630,84406B,CREAM CUPID HEARTS COAT HANGER,2,14/08/2019 00:09,2.91,13748.0,spain
536462,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,03-25-2019,3.97,14036.0,Portugal
537510,21755,LOVE BUILDING BLOCK WORD,10,2019-07-18 07:13:00,5.96,13644.0,France
536529,71053,WHITE METAL LANTERN,15,2019-10-13 06:33:00,3.34,17595.0,spain
537223,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,2019-07-28 22:26:00,1.32,15124.0,Switzerland
537116,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,15,06/02/2019 01:33,1.15,,Australia
537609,71053,WHITE METAL LANTERN,15,01-19-2019,3.48,14526.0,Germany
536583,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,11-02-2019,2.53,13053.0,United Kingdom
537091,71053,WHITE METAL LANTERN,2,2019-07-14 18:45:00,3.17,13623.0,EIRE
536383,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-08-23 23:40:00,8.3,14526.0,belgium
537142,21755,love building block word,3,05-16-2019,6.27,15651.0,Spain
536434,84406B,CREAM CUPID HEARTS COAT HANGER,8,03/05/2019 07:01,2.5,12763.0,Germany
536410,22960,jam making set with jars,10,06/11/2019 05:11,4.79,16245.0,Spain
536914,21755,LOVE BUILDING BLOCK WORD,9,2019-06-11 12:45:00,5.62,17739.0,Netherlands
536597,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-03-07 12:05:00,6.92,13893.0,  Netherlands  
537553,22960,JAM MAKING SET WITH JARS,16,21/01/2019 13:58,5.26,16831.0,australia
537185,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2019-04-03 20:26:00,4.1,13727.0,Australia
536423,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,08/02/2019 08:23,3.95,17777.0,Switzerland
537053,22960,JAM MAKING SET WITH JARS,11,2019-07-21 07:46:00,4.97,15940.0,France
537162,22423,regency cakestand 3 tier,18,2019-10-31 23:22:00,13.6,14486.0,Belgium
536321,22423,REGENCY CAKESTAND 3 TIER,7,2019-06-11 14:29:00,12.47,13909.0,  France  
537051,71053,white metal lantern,11,2019-05-20 06:36:00,3.37,15411.0,Australia
536165,22960,JAM MAKING SET WITH JARS,19,2019-06-14 02:07:00,4.6,16331.0,  Belgium  
536117,22960,JAM MAKING SET WITH JARS,17,17/07/2019 19:55,5.16,13100.0,Australia
536612,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,19,2019-02-12 11:44:00,1.27,17640.0,EIRE
537332,22423,REGENCY CAKESTAND 3 TIER,2,13/12/2019 05:00,12.65,16620.0,Australia
536830,84406B,CREAM CUPID HEARTS COAT HANGER,9,23/07/2019 03:26,2.72,13017.0,Australia
536000,84406B,CREAM CUPID HEARTS COAT HANGER,2,09-26-2019,3.01,16608.0,switzerland
536095,21755,LOVE BUILDING BLOCK WORD,7,2019-09-06 19:58:00,6.29,17729.0,Portugal
537616,22752,  SET 7 BABUSHKA NESTING BOXES  ,9,2019-09-04 09:53:00,7.58,12360.0,Switzerland
536548,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,26/07/2019 00:05,4.04,12529.0,Australia
536261,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,04-11-2019,1.14,15352.0,Switzerland
536969,84406B,CREAM CUPID HEARTS COAT HANGER,5,12/01/2019 11:41,2.55,16717.0,Netherlands
537352,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,5,12-11-2019,1.35,,Portugal
537581,22960,JAM MAKING SET WITH JARS,3,2019-10-12 02:55:00,5.31,13222.0,Switzerland
536798,22423,REGENCY CAKESTAND 3 TIER,16,05/01/2019 07:49,13.65,13530.0,Netherlands
536022,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2019-07-08 16:20:00,1.72,17117.0,eire
536134,22960,JAM MAKING SET WITH JARS,15,27/09/2019 20:02,4.83,17342.0,France
537144,22960,JAM MAKING SET WITH JARS,10,2019-05-12 22:41:00,4.82,12505.0,Belgium
536934,21755,LOVE BUILDING BLOCK WORD,16,2019-04-02 14:47:00,5.51,17223.0,Switzerland
536265,71053,white metal lantern,3,17/04/2019 04:40,3.25,15956.0,United Kingdom
C537032,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-15,29/06/2019 01:43,3.87,13484.0,EIRE
536900,22752,SET 7 BABUSHKA NESTING BOXES,11,09/01/2019 06:58,7.78,14386.0,France
537506,84406B,CREAM CUPID HEARTS COAT HANGER,7,12/06/2019 10:51,2.69,13242.0,  Portugal  
536674,71053,white metal lantern,6,10/06/2019 01:04,3.72,12416.0,  Portugal  
536059,22960,JAM MAKING SET WITH JARS,9,13/12/2019 23:52,4.93,15845.0,Belgium
536317,84879,  ASSORTED COLOUR BIRD ORNAMENT  ,11,2019-09-20 10:20:00,1.54,,eire
C537142,21730,glass star frosted t-light holder,-19,10/03/2019 15:34,4.15,13949.0,Germany
536713,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,06-22-2019,4.45,17752.0,  Portugal  
536400,71270,  PINK CRYSTAL GUITAR PHONE CHARM  ,9,2019-06-07 01:06:00,1.18,14225.0,Spain
537451,71053,WHITE METAL LANTERN,11,12/12/2019 07:34,3.48,16774.0,united kingdom
536971,84879,ASSORTED COLOUR BIRD ORNAMENT,15,01-19-2019,1.66,,EIRE
537640,84879,ASSORTED COLOUR BIRD ORNAMENT,3,15/04/2019 15:20,1.67,16971.0,Australia
536766,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-09-30 10:43:00,8.36,14169.0,EIRE
536585,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,10/04/2019 14:23,1.26,12820.0,  France  
537162,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,16/10/2019 19:23,2.7,16558.0,United Kingdom
536868,22423,REGENCY CAKESTAND 3 TIER,12,06-19-2019,12.71,15948.0,Switzerland
536525,85123A,  WHITE HANGING HEART T-LIGHT HOLDER  ,7,2019-11-10 03:45:00,2.66,14270.0,Portugal
536906,85123A,white hanging heart t-light holder,5,2019-03-14 08:02:00,2.55,13064.0,Switzerland
536747,22960,JAM MAKING SET WITH JARS,8,09/12/2019 12:07,4.62,14823.0,EIRE
536642,21755,love building block word,9,2019-03-19 06:34:00,5.64,16864.0,United Kingdom
536924,84406B,  CREAM CUPID HEARTS COAT HANGER  ,1,2019-07-12 03:45:00,2.84,17802.0,  Spain  
536502,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,04/06/2019 08:50,1.17,12633.0,Spain
536499,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,08-24-2019,1.25,15211.0,Belgium
537359,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,03/06/2019 01:58,1.37,15268.0,Australia
536764,22423,REGENCY CAKESTAND 3 TIER,4,2019-04-12 04:06:00,12.25,14574.0,Belgium
C536831,84879,ASSORTED COLOUR BIRD ORNAMENT,-19,2019-08-30 15:25:00,1.63,17865.0,germany
536776,71053,WHITE METAL LANTERN,15,06-08-2019,3.24,14309.0,Belgium
536179,22960,JAM MAKING SET WITH JARS,15,21/10/2019 14:27,5.25,15431.0,  Portugal  
536443,22752,  SET 7 BABUSHKA NESTING BOXES  ,2,11-07-2019,7.86,14430.0,United Kingdom
536767,21755,LOVE BUILDING BLOCK WORD,3,10/02/2019 00:09,5.48,17073.0,Switzerland
536833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2019-03-01 08:57:00,2.38,14465.0,spain
536537,85123A,white hanging heart t-light holder,13,2019-02-11 07:05:00,2.68,12670.0,  France  
