InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancelled,IsGuestCheckout,TotalPrice
536294,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2019-06-26 01:10:00,4.24,18161,United Kingdom,False,False,67.84
537221,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-08-31 00:00:00,1.24,13472,Netherlands,False,False,16.12
536232,22752,SET 7 BABUSHKA NESTING BOXES,15,2019-10-22 20:19:00,8.4,12831,Netherlands,False,False,126.0
537300,22423,REGENCY CAKESTAND 3 TIER,5,2019-07-21 00:00:00,12.91,16215,Spain,False,False,64.55
537349,21755,LOVE BUILDING BLOCK WORD,19,2019-02-26 06:36:00,5.56,,United Kingdom,False,True,105.64
536683,22423,REGENCY CAKESTAND 3 TIER,6,2019-09-19 09:32:00,12.42,16335,EIRE,False,False,74.52
537307,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-09-04 02:03:00,1.85,17613,Germany,False,False,9.25
536071,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-07-14 18:47:00,2.67,17988,Netherlands,False,False,40.05
537008,22960,JAM MAKING SET WITH JARS,8,2019-02-20 20:46:00,4.57,15089,Belgium,False,False,36.56
536715,71270,PINK CRYSTAL GUITAR PHONE CHARM,17,2019-06-26 03:21:00,1.22,13751,Spain,False,False,20.74
536774,22423,REGENCY CAKESTAND 3 TIER,8,2019-12-08 09:43:00,11.68,12970,Portugal,False,False,93.44
537213,21755,LOVE BUILDING BLOCK WORD,1,2019-06-10 03:30:00,6.35,16298,EIRE,False,False,6.35
536827,84406B,CREAM CUPID HEARTS COAT HANGER,16,2019-10-01 01:48:00,2.75,17090,Belgium,False,False,44.0
536456,21755,LOVE BUILDING BLOCK WORD,1,2019-05-25 08:24:00,5.36,17892,EIRE,False,False,5.36
536522,21755,LOVE BUILDING BLOCK WORD,9,2019-03-09 01:47:00,6.35,13277,Portugal,False,False,57.15
536730,71053,WHITE METAL LANTERN,11,2019-12-14 02:28:00,3.1,,Australia,False,True,34.1
537106,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-06-14 23:56:00,2.48,14102,France,False,False,14.88
536377,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2019-09-04 18:29:00,1.71,16145,EIRE,False,False,8.55
537665,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-03-07 12:51:00,7.55,14977,United Kingdom,False,False,83.05
537510,21755,LOVE BUILDING BLOCK WORD,19,2019-06-21 13:29:00,5.99,13729,United Kingdom,False,False,113.81
536505,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-04-23 11:40:00,1.82,17063,France,False,False,12.74
536916,71270,PINK CRYSTAL GUITAR PHONE CHARM,11,2019-06-01 20:19:00,1.17,12579,Portugal,False,False,12.87
536834,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2019-05-08 22:26:00,2.38,17729,Germany,False,False,2.38
537014,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-10-12 07:58:00,8.24,15598,EIRE,False,False,74.16
536588,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2019-11-19 17:16:00,4.51,15448,Australia,False,False,36.08
536728,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2019-09-12 16:39:00,1.66,16977,Portugal,False,False,18.26
537623,22960,JAM MAKING SET WITH JARS,14,2019-01-06 05:53:00,4.95,17099,Spain,False,False,69.3
537102,21755,LOVE BUILDING BLOCK WORD,13,2019-04-27 17:58:00,6.13,17774,France,False,False,79.69
537347,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-03-19 21:57:00,1.14,17744,Switzerland,False,False,9.12
536345,21755,LOVE BUILDING BLOCK WORD,9,2019-12-26 05:59:00,5.85,15263,Netherlands,False,False,52.65
536812,22752,SET 7 BABUSHKA NESTING BOXES,16,2019-03-29 22:57:00,7.09,17783,Portugal,False,False,113.44
536999,71270,PINK CRYSTAL GUITAR PHONE CHARM,2,2019-05-23 19:39:00,1.23,14585,Belgium,False,False,2.46
536503,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-10-02 00:00:00,6.89,17224,Australia,False,False,62.01
536137,71053,WHITE METAL LANTERN,4,2019-03-28 06:56:00,3.37,13488,Switzerland,False,False,13.48
537495,84406B,CREAM CUPID HEARTS COAT HANGER,14,2019-02-20 08:11:00,2.93,12652,Netherlands,False,False,41.02
537439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-03-18 00:14:00,2.67,,Spain,False,True,40.05
536433,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2019-12-25 01:15:00,3.84,14329,Australia,False,False,15.36
537086,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2019-11-03 00:00:00,1.73,16179,Australia,False,False,31.14
536432,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-05-01 00:32:00,4.56,16675,Netherlands,False,False,9.12
537205,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-12-29 15:46:00,1.73,14724,France,False,False,22.49
537105,22960,JAM MAKING SET WITH JARS,4,2019-11-12 00:00:00,4.96,16835,Spain,False,False,19.84
537158,22960,JAM MAKING SET WITH JARS,7,2019-07-24 15:32:00,5.14,15575,Netherlands,False,False,35.98
536259,22752,SET 7 BABUSHKA NESTING BOXES,4,2019-04-13 07:14:00,8.32,16392,France,False,False,33.28
537374,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,2019-06-10 00:00:00,1.22,16882,United Kingdom,False,False,12.2
537463,21755,LOVE BUILDING BLOCK WORD,17,2019-09-13 00:03:00,6.41,13551,Belgium,False,False,108.97
536849,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2019-12-30 15:05:00,4.41,12646,Portugal,False,False,8.82
537636,71053,WHITE METAL LANTERN,9,2019-05-25 18:21:00,3.16,14246,Portugal,False,False,28.44
536252,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-02-24 23:38:00,4.02,13111,Switzerland,False,False,20.1
536789,22423,REGENCY CAKESTAND 3 TIER,11,2019-07-29 16:05:00,12.05,,United Kingdom,False,True,132.55
536825,22960,JAM MAKING SET WITH JARS,12,2019-01-09 13:08:00,5.16,18285,Switzerland,False,False,61.92
537216,22960,JAM MAKING SET WITH JARS,15,2019-04-05 03:16:00,5.36,12815,Belgium,False,False,80.4
536439,71053,WHITE METAL LANTERN,18,2019-06-22 00:00:00,3.38,16251,Portugal,False,False,60.84
537061,22960,JAM MAKING SET WITH JARS,6,2019-05-31 08:14:00,5.39,16706,Switzerland,False,False,32.34
536024,22752,SET 7 BABUSHKA NESTING BOXES,18,2019-11-02 20:14:00,7.04,17102,Australia,False,False,126.72
536008,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-06-16 06:22:00,4.42,16886,Australia,False,False,79.56
537214,22423,REGENCY CAKESTAND 3 TIER,5,2019-02-23 00:00:00,12.06,,France,False,True,60.3
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2019-10-17 00:00:00,2.5,17456,Germany,False,False,7.5
537192,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-09-04 00:00:00,1.65,16490,Germany,False,False,14.85
536379,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-05-25 00:35:00,1.77,14529,Switzerland,False,False,26.55
536168,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2019-05-31 00:19:00,3.92,15032,France,False,False,50.96
536520,22423,REGENCY CAKESTAND 3 TIER,13,2019-06-05 00:00:00,11.93,13340,Switzerland,False,False,155.09
537657,22423,REGENCY CAKESTAND 3 TIER,16,2019-12-15 17:03:00,12.68,14821,Portugal,False,False,202.88
537475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2019-05-05 00:00:00,2.79,16231,United Kingdom,False,False,41.85
537623,22960,JAM MAKING SET WITH JARS,15,2019-08-01 23:52:00,4.54,13533,Portugal,False,False,68.1
537655,71053,WHITE METAL LANTERN,18,2019-04-10 09:20:00,3.44,14737,Netherlands,False,False,61.92
C537176,84879,ASSORTED COLOUR BIRD ORNAMENT,-10,2019-04-07 09:36:00,1.62,14400,Netherlands,True,False,-16.2
537461,84406B,CREAM CUPID HEARTS COAT HANGER,14,2019-07-31 12:53:00,2.58,12908,Switzerland,False,False,36.12
536373,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-11-14 18:58:00,7.86,,France,False,True,70.74
536370,84406B,CREAM CUPID HEARTS COAT HANGER,11,2019-02-17 20:12:00,2.49,15730,Australia,False,False,27.39
536195,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2019-12-28 20:42:00,2.33,16549,Portugal,False,False,32.62
536200,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2019-07-12 00:00:00,4.04,16779,France,False,False,64.64
536203,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2019-01-22 00:00:00,4.31,15209,Spain,False,False,43.1
537062,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2019-09-11 20:25:00,1.55,18182,EIRE,False,False,26.35
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2019-05-06 00:00:00,2.75,17893,Portugal,False,False,2.75
536898,22423,REGENCY CAKESTAND 3 TIER,19,2019-09-19 00:00:00,13.69,12753,Germany,False,False,260.11
536363,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2019-09-13 00:00:00,1.63,16071,Switzerland,False,False,30.97
536912,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-01-14 09:12:00,7.21,,Australia,False,True,64.89
536511,22960,JAM MAKING SET WITH JARS,4,2019-10-13 02:18:00,4.61,15105,Belgium,False,False,18.44
536469,22423,REGENCY CAKESTAND 3 TIER,8,2019-11-09 02:43:00,11.66,14835,Belgium,False,False,93.28
C536871,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-16,2019-02-08 08:55:00,3.99,15675,Switzerland,True,False,-63.84
536295,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2019-07-17 21:15:00,4.29,15000,France,False,False,72.93
537654,84406B,CREAM CUPID HEARTS COAT HANGER,14,2019-08-21 15:15:00,2.87,12848,Portugal,False,False,40.18
537522,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-10-10 00:00:00,2.87,16700,Spain,False,False,25.83
536260,22960,JAM MAKING SET WITH JARS,14,2019-02-15 10:14:00,5.39,13736,Australia,False,False,75.46
537565,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2019-01-27 11:46:00,2.73,15769,Australia,False,False,51.87
537350,21755,LOVE BUILDING BLOCK WORD,11,2019-07-15 22:49:00,5.99,14585,EIRE,False,False,65.89
536209,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-11-30 00:00:00,4.02,18256,France,False,False,12.06
537384,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2019-12-31 08:36:00,4.39,13985,Portugal,False,False,13.17
537629,21755,LOVE BUILDING BLOCK WORD,11,2019-11-07 17:46:00,5.45,13526,United Kingdom,False,False,59.95
536849,22960,JAM MAKING SET WITH JARS,6,2019-10-15 00:00:00,4.92,14456,Australia,False,False,29.52
537259,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-10-31 04:57:00,1.81,17044,EIRE,False,False,16.29
536819,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2019-04-09 19:03:00,1.7,13490,France,False,False,15.3
536136,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-02-19 00:00:00,1.3,13325,Spain,False,False,16.9
537130,84406B,CREAM CUPID HEARTS COAT HANGER,13,2019-05-12 10:07:00,2.88,12958,Germany,False,False,37.44
536054,21755,LOVE BUILDING BLOCK WORD,17,2019-09-17 14:10:00,5.71,15013,EIRE,False,False,97.07
537088,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-04-05 14:11:00,2.99,,Australia,False,True,17.94
537562,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-12-03 02:21:00,3.84,12396,Belgium,False,False,69.12
536778,21755,LOVE BUILDING BLOCK WORD,12,2019-01-01 09:35:00,6.04,14152,Portugal,False,False,72.48
536679,22960,JAM MAKING SET WITH JARS,11,2019-03-24 14:58:00,5.33,14226,Australia,False,False,58.63
536656,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2019-01-14 23:17:00,2.69,15510,Australia,False,False,34.97
537169,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-09-28 00:00:00,2.74,16028,Belgium,False,False,13.7
537190,22423,REGENCY CAKESTAND 3 TIER,9,2019-09-12 00:00:00,11.93,13569,Belgium,False,False,107.37
536549,21755,LOVE BUILDING BLOCK WORD,5,2019-05-28 02:14:00,5.67,12829,EIRE,False,False,28.35
537308,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2019-10-21 07:16:00,4.62,13718,Portugal,False,False,83.16
536808,71270,PINK CRYSTAL GUITAR PHONE CHARM,6,2019-06-04 18:07:00,1.16,15838,Australia,False,False,6.96
536362,21755,LOVE BUILDING BLOCK WORD,10,2019-07-23 00:00:00,6.35,18285,United Kingdom,False,False,63.5
537637,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-03-22 21:00:00,4.4,15873,EIRE,False,False,4.4
537402,22423,REGENCY CAKESTAND 3 TIER,1,2019-07-30 17:06:00,12.88,15397,United Kingdom,False,False,12.88
537046,22423,REGENCY CAKESTAND 3 TIER,2,2019-09-12 14:32:00,12.24,15153,France,False,False,24.48
537605,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-06-14 00:00:00,3.85,16172,United Kingdom,False,False,46.2
537355,22423,REGENCY CAKESTAND 3 TIER,16,2019-08-23 23:28:00,13.62,13589,Australia,False,False,217.92
536584,71270,PINK CRYSTAL GUITAR PHONE CHARM,8,2019-07-11 00:38:00,1.13,12552,Netherlands,False,False,9.04
536098,21755,LOVE BUILDING BLOCK WORD,9,2019-05-31 00:00:00,5.79,,France,False,True,52.11
537348,22423,REGENCY CAKESTAND 3 TIER,1,2019-07-10 14:17:00,11.83,16160,Switzerland,False,False,11.83
536321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2019-11-20 16:13:00,2.31,12393,EIRE,False,False,20.79
536607,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2019-03-10 08:50:00,3.98,13561,France,False,False,43.78
536636,22960,JAM MAKING SET WITH JARS,10,2019-07-21 13:44:00,5.39,,EIRE,False,True,53.9
536971,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-08-31 03:29:00,1.74,14693,Australia,False,False,12.18
536953,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2019-08-02 06:25:00,4.06,16703,United Kingdom,False,False,28.42
537419,22423,REGENCY CAKESTAND 3 TIER,11,2019-05-24 08:24:00,12.86,15039,Switzerland,False,False,141.46
536787,22960,JAM MAKING SET WITH JARS,16,2019-02-04 12:46:00,5.12,12741,Germany,False,False,81.92
536176,21755,LOVE BUILDING BLOCK WORD,4,2019-05-07 00:20:00,6.08,12782,Australia,False,False,24.32
537067,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,2019-07-24 00:00:00,1.2,12811,Belgium,False,False,22.8
537075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2019-06-28 00:00:00,2.66,15704,Australia,False,False,13.3
536656,22423,REGENCY CAKESTAND 3 TIER,5,2019-06-18 00:00:00,11.69,18015,Germany,False,False,58.45
536745,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2019-03-26 00:00:00,3.96,12380,Netherlands,False,False,35.64
536009,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-02-16 00:00:00,2.76,16528,France,False,False,5.52
536557,71053,WHITE METAL LANTERN,17,2019-05-15 10:57:00,3.61,12496,France,False,False,61.37
536091,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-04-17 20:39:00,2.92,15738,Germany,False,False,14.6
536357,71270,PINK CRYSTAL GUITAR PHONE CHARM,19,2019-03-13 02:01:00,1.28,13885,United Kingdom,False,False,24.32
536358,84406B,CREAM CUPID HEARTS COAT HANGER,9,2019-12-31 12:47:00,2.8,,Belgium,False,True,25.2
537297,21755,LOVE BUILDING BLOCK WORD,7,2019-09-02 00:00:00,5.36,17181,Australia,False,False,37.52
537366,22960,JAM MAKING SET WITH JARS,18,2019-12-02 19:36:00,4.73,13107,Netherlands,False,False,85.14
537325,22960,JAM MAKING SET WITH JARS,16,2019-11-20 13:37:00,4.46,12566,Germany,False,False,71.36
537493,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2019-02-03 00:00:00,1.65,12370,EIRE,False,False,16.5
536767,84406B,CREAM CUPID HEARTS COAT HANGER,5,2019-01-04 22:41:00,2.88,16949,EIRE,False,False,14.4
537127,71053,WHITE METAL LANTERN,12,2019-02-06 18:51:00,3.46,15074,United Kingdom,False,False,41.52
537657,21755,LOVE BUILDING BLOCK WORD,6,2019-03-25 13:04:00,5.53,16054,Switzerland,False,False,33.18
536430,22423,REGENCY CAKESTAND 3 TIER,19,2019-07-02 03:00:00,13.87,17502,Spain,False,False,263.53
537234,71270,PINK CRYSTAL GUITAR PHONE CHARM,15,2019-04-07 12:30:00,1.36,13598,EIRE,False,False,20.4
536195,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2019-07-08 17:28:00,3.88,17980,France,False,False,15.52
536279,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-11-21 00:47:00,1.65,15467,Germany,False,False,24.75
536236,71053,WHITE METAL LANTERN,15,2019-07-18 10:31:00,3.34,16853,France,False,False,50.1
537456,21755,LOVE BUILDING BLOCK WORD,15,2019-12-23 13:26:00,6.09,15493,Belgium,False,False,91.35
536871,22423,REGENCY CAKESTAND 3 TIER,19,2019-02-20 00:23:00,13.16,15589,Switzerland,False,False,250.04
536416,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2019-04-06 18:24:00,4.39,16141,Germany,False,False,21.95
537425,22423,REGENCY CAKESTAND 3 TIER,2,2019-09-26 20:58:00,12.76,15810,United Kingdom,False,False,25.52
536988,22752,SET 7 BABUSHKA NESTING BOXES,19,2019-01-07 20:05:00,8.41,17685,Portugal,False,False,159.79
536479,22752,SET 7 BABUSHKA NESTING BOXES,19,2019-03-26 00:52:00,8.37,16848,EIRE,False,False,159.03
537539,84406B,CREAM CUPID HEARTS COAT HANGER,17,2019-04-02 15:10:00,2.76,14925,France,False,False,46.92
536517,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2019-11-26 05:56:00,4.33,13986,Germany,False,False,34.64
536272,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2019-07-02 00:00:00,1.6,18159,Switzerland,False,False,11.2
536414,71053,WHITE METAL LANTERN,7,2019-12-02 00:00:00,3.64,14782,Spain,False,False,25.48
537335,21755,LOVE BUILDING BLOCK WORD,12,2019-02-22 00:00:00,5.95,14598,Portugal,False,False,71.4
536319,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2019-08-13 00:00:00,1.73,14859,Belgium,False,False,31.14
536100,22960,JAM MAKING SET WITH JARS,5,2019-04-05 00:00:00,4.87,12962,Portugal,False,False,24.35
536873,22752,SET 7 BABUSHKA NESTING BOXES,10,2019-09-30 04:43:00,7.55,17640,Portugal,False,False,75.5
537575,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2019-11-10 06:57:00,4.04,18187,Portugal,False,False,56.56
537358,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2019-03-30 05:22:00,1.85,,Spain,False,True,7.4
536892,22752,SET 7 BABUSHKA NESTING BOXES,10,2019-05-05 14:45:00,7.15,16465,France,False,False,71.5
537186,71270,PINK CRYSTAL GUITAR PHONE CHARM,18,2019-05-14 15:14:00,1.27,18021,United Kingdom,False,False,22.86
536828,22960,JAM MAKING SET WITH JARS,18,2019-08-03 18:52:00,4.68,14161,Netherlands,False,False,84.24
537651,71053,WHITE METAL LANTERN,18,2019-08-25 00:00:00,3.17,15088,Portugal,False,False,57.06
537257,22960,JAM MAKING SET WITH JARS,7,2019-11-02 03:31:00,5.28,14721,Switzerland,False,False,36.96
536354,71053,WHITE METAL LANTERN,4,2019-01-06 20:18:00,3.41,16361,United Kingdom,False,False,13.64
536290,21755,LOVE BUILDING BLOCK WORD,4,2019-04-18 14:07:00,5.95,18243,United Kingdom,False,False,23.8
537647,71270,PINK CRYSTAL GUITAR PHONE CHARM,10,2019-02-22 00:14:00,1.28,,Germany,False,True,12.8
536939,21755,LOVE BUILDING BLOCK WORD,3,2019-03-26 09:46:00,5.51,17471,EIRE,False,False,16.53
537360,71053,WHITE METAL LANTERN,3,2019-02-06 14:00:00,3.39,14923,Belgium,False,False,10.17
536317,22960,JAM MAKING SET WITH JARS,18,2019-12-08 13:37:00,5.25,17339,Germany,False,False,94.5
536053,22423,REGENCY CAKESTAND 3 TIER,13,2019-08-28 18:34:00,13.29,12394,Portugal,False,False,172.77
536302,22752,SET 7 BABUSHKA NESTING BOXES,13,2019-10-11 00:00:00,7.74,13577,Belgium,False,False,100.62
536307,22960,JAM MAKING SET WITH JARS,2,2019-03-28 18:02:00,4.99,18232,Spain,False,False,9.98
536923,71053,WHITE METAL LANTERN,13,2019-09-14 04:38:00,3.52,16133,Switzerland,False,False,45.76
536019,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-11-06 00:25:00,8.09,16288,Germany,False,False,72.81
536974,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-09-04 04:51:00,4.38,12606,Switzerland,False,False,52.56
537551,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-12-21 12:36:00,4.32,14073,Portugal,False,False,4.32
537602,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-02-19 01:09:00,2.79,15087,EIRE,False,False,16.74
536658,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2019-10-18 22:41:00,4.36,14677,Belgium,False,False,30.52
536007,22752,SET 7 BABUSHKA NESTING BOXES,9,2019-03-29 07:14:00,7.47,,Belgium,False,True,67.23
537357,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2019-07-09 08:09:00,4.25,16656,France,False,False,4.25
536875,71053,WHITE METAL LANTERN,7,2019-11-29 04:06:00,3.09,,Belgium,False,True,21.63
536227,71053,WHITE METAL LANTERN,11,2019-07-21 00:00:00,3.28,15871,Spain,False,False,36.08
537245,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2019-02-03 00:00:00,2.76,17020,Germany,False,False,30.36
537021,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2019-03-21 01:15:00,1.53,14826,Australia,False,False,22.95
536798,22960,JAM MAKING SET WITH JARS,3,2019-06-15 02:52:00,5.13,15967,United Kingdom,False,False,15.39
537452,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2019-06-29 04:22:00,4.09,16680,Germany,False,False,49.08
537238,22960,JAM MAKING SET WITH JARS,5,2019-03-04 00:00:00,5.14,,Germany,False,True,25.7
537201,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2019-12-28 02:00:00,2.69,18271,Netherlands,False,False,5.38
536713,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2019-12-15 00:00:00,1.6,13375,France,False,False,9.6
536685,84406B,CREAM CUPID HEARTS COAT HANGER,6,2019-10-22 16:45:00,2.55,13276,Germany,False,False,15.3
536900,71270,PINK CRYSTAL GUITAR PHONE CHARM,5,2019-08-30 09:19:00,1.36,14928,Netherlands,False,False,6.8
536076,21755,LOVE BUILDING BLOCK WORD,18,2019-08-13 23:34:00,6.53,14454,Australia,False,False,117.54
536163,71053,WHITE METAL LANTERN,11,2019-01-25 20:23:00,3.1,12704,Belgium,False,False,34.1
536412,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2019-07-31 00:00:00,1.75,14036,Switzerland,False,False,22.75
537237,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2019-06-07 20:30:00,1.61,15958,Belgium,False,False,22.54
536276,71053,WHITE METAL LANTERN,15,2019-02-05 02:03:00,3.12,17048,EIRE,False,False,46.8
537448,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2019-09-17 17:40:00,1.79,12433,Spain,False,False,32.22
536128,22752,SET 7 BABUSHKA NESTING BOXES,16,2019-05-04 00:00:00,7.25,13425,Germany,False,False,116.0
537540,71270,PINK CRYSTAL GUITAR PHONE CHARM,13,2019-07-14 10:48:00,1.22,15218,Belgium,False,False,15.86
536832,22960,JAM MAKING SET WITH JARS,7,2019-05-25 07:00:00,4.79,15263,EIRE,False,False,33.53
536761,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2019-01-13 00:37:00,2.59,14787,Belgium,False,False,20.72
536005,22752,SET 7 BABUSHKA NESTING BOXES,13,2019-11-09 13:33:00,7.61,12816,Switzerland,False,False,98.93
537322,22423,REGENCY CAKESTAND 3 TIER,13,2019-05-31 11:29:00,11.72,15399,United Kingdom,False,False,152.36
537054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2019-03-15 03:12:00,2.51,16209,Switzerland,False,False,10.04
537630,84406B,CREAM CUPID HEARTS COAT HANGER,2,2019-08-14 00:09:00,2.91,13748,Spain,False,False,5.82
536462,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2019-03-25 00:00:00,3.97,14036,Portugal,False,False,27.79
537510,21755,LOVE BUILDING BLOCK WORD,10,2019-07-18 07:13:00,5.96,13644,France,False,False,59.6
536529,71053,WHITE METAL LANTERN,15,2019-10-13 06:33:00,3.34,17595,Spain,False,False,50.1
537116,71270,PINK CRYSTAL GUITAR PHONE CHARM,15,2019-02-06 01:33:00,1.15,,Australia,False,True,17.25
537609,71053,WHITE METAL LANTERN,15,2019-01-19 00:00:00,3.48,14526,Germany,False,False,52.2
536583,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2019-11-02 00:00:00,2.53,13053,United Kingdom,False,False,43.01
537091,71053,WHITE METAL LANTERN,2,2019-07-14 18:45:00,3.17,13623,EIRE,False,False,6.34
536383,22752,SET 7 BABUSHKA NESTING BOXES,12,2019-08-23 23:40:00,8.3,14526,Belgium,False,False,99.6
537142,21755,LOVE BUILDING BLOCK WORD,3,2019-05-16 00:00:00,6.27,15651,Spain,False,False,18.81
536434,84406B,CREAM CUPID HEARTS COAT HANGER,8,2019-05-03 07:01:00,2.5,12763,Germany,False,False,20.0
536410,22960,JAM MAKING SET WITH JARS,10,2019-11-06 05:11:00,4.79,16245,Spain,False,False,47.9
536914,21755,LOVE BUILDING BLOCK WORD,9,2019-06-11 12:45:00,5.62,17739,Netherlands,False,False,50.58
536597,22752,SET 7 BABUSHKA NESTING BOXES,11,2019-03-07 12:05:00,6.92,13893,Netherlands,False,False,76.12
537553,22960,JAM MAKING SET WITH JARS,16,2019-01-21 13:58:00,5.26,16831,Australia,False,False,84.16
537185,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2019-04-03 20:26:00,4.1,13727,Australia,False,False,36.9
536423,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2019-02-08 08:23:00,3.95,17777,Switzerland,False,False,39.5
537053,22960,JAM MAKING SET WITH JARS,11,2019-07-21 07:46:00,4.97,15940,France,False,False,54.67
537162,22423,REGENCY CAKESTAND 3 TIER,18,2019-10-31 23:22:00,13.6,14486,Belgium,False,False,244.8
536321,22423,REGENCY CAKESTAND 3 TIER,7,2019-06-11 14:29:00,12.47,13909,France,False,False,87.29
537051,71053,WHITE METAL LANTERN,11,2019-05-20 06:36:00,3.37,15411,Australia,False,False,37.07
536165,22960,JAM MAKING SET WITH JARS,19,2019-06-14 02:07:00,4.6,16331,Belgium,False,False,87.4
536117,22960,JAM MAKING SET WITH JARS,17,2019-07-17 19:55:00,5.16,13100,Australia,False,False,87.72
